chatId,authorName,avatar,content,attachments,date,referenceMessage,referenceMessageDate,referenceMessageAuthor
1334229634446790737,mimichan_0,https://cdn.discordapp.com/avatars/1185122924584243230/ef75195fbdbb2b255f2a145cdc7b5f01.png,"初期垢ブーストは、最近占い垢作ってやってみたら全然適応されなくて、垢ガチャがあるのかなと思ってます。それか占いだけブーストかからないのかも（そんなことある？）

また何か分かったら共有します",,2025/01/30 03:32,,,
1334231894815936552,mimichan_0,https://cdn.discordapp.com/avatars/1185122924584243230/ef75195fbdbb2b255f2a145cdc7b5f01.png,"実はmimiちゃんのアカウントって
メタ社に投稿を消されてから全然バズらなくなっちゃったんですよね…
稼ぐ系ってやっぱ目つけられやすいんだと思います。

さっき2時くらいに「西松屋の不買騒動」っていうトレンドワードで
2つのアカウントで投稿してみたんですが
同じ時間でもこの表示回数の差が出ました。（内容は全く変えてますがフックはほぼおなじ）

で、この前「とある実験したいな〜」って投稿したんですが
それが「ちょう普通な人になりきる」ってやつです。
平凡な日記みたいな？笑

ビジネスアカウントじゃ無いよ〜ってアピールしたらアルゴリズムに許されるかな…と思ってます…

Threadsでハウスの告知もしたいのでもう少し後にやろかな。

バズの女王って言ってもらってるのに本アカで全然バズらなくなって悲しいです。
でも打開策見つけたら誰かの希望になれると思うんで頑張ります✌️","https://media.discordapp.net/attachments/1333510266130006047/1334231894279061597/IMG_9061.png?ex=69843b88&is=6982ea08&hm=981e2a322a503f932084edc3b8f2f75a7fc2f8a6d95b40b4b1f33bb6a289668b&
https://media.discordapp.net/attachments/1333510266130006047/1334231894568734730/IMG_9062.png?ex=69843b88&is=6982ea08&hm=b05c7584a3822c6e3ff0fc712def5fa58e6e8c9364c0ec4f9eab55937fd2dd98&",2025/01/30 03:41,,,
1334320343149707325,mimichan_0,https://cdn.discordapp.com/avatars/1185122924584243230/ef75195fbdbb2b255f2a145cdc7b5f01.png,"やっぱThreadsではこのコメントしやすい仕掛けがあるといいですね！
コメントもらった方が表示回数伸びます✔️

あと、新たな施策として
界隈以外の人のところに気軽にコメントするようにしてみます。

メタ社はコミュニケーションに重きを置いているところがあるので…",https://media.discordapp.net/attachments/1333510266130006047/1334320342935535657/IMG_9066.png?ex=69848de8&is=69833c68&hm=42b6e86b6abce2c703338f24ab2a3737569122516b4866227b468fa31c599cd4&,2025/01/30 09:32,,,
1334825897936814172,mimichan_0,https://cdn.discordapp.com/avatars/1185122924584243230/ef75195fbdbb2b255f2a145cdc7b5f01.png,"えっくしゅ勢がアツすぎて、
タイムライン追えないよ〜って方へ。

おすすめは
「好きな人だけ通知ON🔔」にすることです！

通知の付け方は
・スレッド（投稿）だけにチェックする
・プッシュ通知はオフにする（これは好みで）

これで、アプリの通知欄で見たい人だけ追えます〜！
しかも通知欄の何がいいって、
どんなに長くても
3行までしか表示されないこと。
でもいいね・再投稿は押せる！！！


これでかなり疲れを軽減できると思うのでやってみてね🫶

（好きな人を追加できる自分だけのフィードを作ってもいいんだけど…再投稿も全部見えちゃうのでちょい見づらいです。）

よくわからなかったら <#1333511812473290853> で聞いてください☺️",,2025/01/31 19:01,,,
1334939912754954393,mimichan_0,https://cdn.discordapp.com/avatars/1185122924584243230/ef75195fbdbb2b255f2a145cdc7b5f01.png,ちょっと、サブアカを実験に使うんですがなんかやってるなーと思ってほっといてくださいw（いいねはOK）,,2025/02/01 02:34,,,
1335241718617870388,mimichan_0,https://cdn.discordapp.com/avatars/1185122924584243230/ef75195fbdbb2b255f2a145cdc7b5f01.png,"サブ垢がバズり始めてるので見てー！
昨日の夜間授乳の投稿からアカウントパワーをためてました。

やったことは
ママをターゲットにタグ付けして日常の投稿
投稿したタグを押して10個くらいいいねする


実験を兼ねてたので
あんまり綺麗じゃないけど、
再現性あるはず…

https://www.threads.net/@submimichan_0/post/DFh6ynKygNU?xmt=AQGztFzNtrcOVFG1dR3kpCD9zXoeC0abAATpH4qTd-18uw",,2025/02/01 22:33,,,
1335241981298872340,mimichan_0,https://cdn.discordapp.com/avatars/1185122924584243230/ef75195fbdbb2b255f2a145cdc7b5f01.png,"あと、最初はコメントも返してます！
そもそもフォロワー外から反応が来てるってことは外部リーチしてるってことなので良い傾向です⭕️",,2025/02/01 22:34,,,
1335270079411126352,mimichan_0,https://cdn.discordapp.com/avatars/1185122924584243230/ef75195fbdbb2b255f2a145cdc7b5f01.png,"1万インプいきましたね！
まだマネタイズはしません🫠",,2025/02/02 00:26,,,
1335460230804537374,mimichan_0,https://cdn.discordapp.com/avatars/1185122924584243230/ef75195fbdbb2b255f2a145cdc7b5f01.png,なんか変な勧誘来てるけど、気づいたらバズってました。,https://media.discordapp.net/attachments/1333510266130006047/1335460230594691163/IMG_9134.png?ex=6984bf02&is=69836d82&hm=5d8dc87d69339b8e4af1857f30658b546cc8ded98025dadb507fd3fe3cafd6ba&,2025/02/02 13:02,,,
1335476027136409662,mimichan_0,https://cdn.discordapp.com/avatars/1185122924584243230/ef75195fbdbb2b255f2a145cdc7b5f01.png,"見てこの謎アルゴリズム〜！
ぶっちゃけぜんぜん、わからん、、🥺","https://media.discordapp.net/attachments/1333510266130006047/1335476026305810472/IMG_9140.png?ex=698424f8&is=6982d378&hm=33a743b42682c2a6743d4c6c39ef9e546a51a8c15fa9cbc6db1ccb398a571f95&
https://media.discordapp.net/attachments/1333510266130006047/1335476026884489297/IMG_9141.png?ex=698424f8&is=6982d378&hm=e3df0950a2e86a88e3ed7e83b235686419eaba8339de5fe7c067695e23ab651e&",2025/02/02 14:04,,,
